ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,happiness_level,gender,birth_date,birth_location_country_clean,age,age_group,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,zodiac_sign,zodiac_group
1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,Business,3,F,1965-10-30,Argentina,58,46-59,35.0,43.0,24.0,43.0,29.0,Escorpio,Agua
1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,5.0,Social Sciences,4,F,1966-05-13,Argentina,57,46-59,39.0,48.0,26.0,45.0,26.0,Tauro,Tierra
3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,5.0,STEM,4,F,1977-08-15,Argentina,46,46-59,40.0,45.0,45.0,39.0,23.0,Leo,Fuego
2.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,,4,F,1965-08-23,Argentina,58,46-59,41.0,45.0,32.0,43.0,45.0,Virgo,Tierra
3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,STEM,3,M,1997-08-07,Argentina,26,18-30,39.0,31.0,41.0,42.0,34.0,Leo,Fuego
3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,STEM,2,M,1962-12-10,Argentina,61,60+,40.0,46.0,26.0,31.0,34.0,Sagitario,Fuego
3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,Education,3,F,1991-04-30,Argentina,32,31-45,30.0,32.0,27.0,40.0,38.0,Tauro,Tierra
4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,Education,4,F,1967-09-29,Argentina,56,46-59,43.0,40.0,44.0,41.0,16.0,Libra,Aire
4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,Education,4,F,1967-09-29,Argentina,56,46-59,43.0,40.0,44.0,41.0,16.0,Libra,Aire
3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,Business,3,F,1998-10-09,Spain,25,18-30,39.0,41.0,31.0,48.0,27.0,Libra,Aire
3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,STEM,4,F,1978-11-29,Argentina,45,46-59,35.0,40.0,28.0,41.0,23.0,Sagitario,Fuego
4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,Business,3,M,2000-09-06,Spain,23,18-30,45.0,37.0,38.0,36.0,32.0,Virgo,Tierra
3.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,Other,5,F,1964-04-27,Argentina,59,46-59,34.0,50.0,34.0,43.0,19.0,Tauro,Tierra
3.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Business,4,M,1963-02-06,Argentina,60,60+,44.0,45.0,33.0,39.0,24.0,Acuario,Aire
3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,Health Sciences,3,F,1979-03-23,Argentina,44,31-45,41.0,47.0,39.0,44.0,42.0,Aries,Fuego
3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,Business,4,F,1999-11-05,Argentina,24,18-30,34.0,46.0,25.0,38.0,25.0,Escorpio,Agua
4.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,4.0,1.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,Business,4,M,1990-04-10,Venezuela,33,31-45,41.0,36.0,35.0,36.0,14.0,Aries,Fuego
3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,Other,4,M,1979-05-18,Argentina,44,31-45,45.0,38.0,36.0,41.0,28.0,Tauro,Tierra
3.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,STEM,3,M,1998-05-10,Argentina,25,18-30,39.0,30.0,26.0,46.0,34.0,Tauro,Tierra
4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,Other,4,F,1955-09-21,Argentina,68,60+,36.0,49.0,35.0,41.0,16.0,Virgo,Tierra
3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,Other,3,M,1970-02-14,Argentina,53,46-59,39.0,32.0,26.0,31.0,34.0,Acuario,Aire
3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,Health Sciences,4,F,2002-12-03,Argentina,21,18-30,44.0,36.0,33.0,40.0,24.0,Sagitario,Fuego
3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,Social Sciences,4,M,2000-07-19,Argentina,23,18-30,36.0,30.0,33.0,35.0,25.0,Cáncer,Agua
5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0,5.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,Business,5,F,2000-07-07,Spain,23,18-30,30.0,35.0,38.0,50.0,33.0,Cáncer,Agua
2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,,3,M,1937-08-20,Argentina,86,60+,30.0,38.0,29.0,41.0,37.0,Leo,Fuego
4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STEM,4,M,1999-04-18,Argentina,24,18-30,50.0,26.0,41.0,34.0,36.0,Aries,Fuego
2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,Education,3,F,1985-08-12,Argentina,38,31-45,43.0,35.0,23.0,33.0,33.0,Leo,Fuego
3.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,Business,5,F,1999-01-27,Chile,24,18-30,31.0,40.0,30.0,38.0,24.0,Acuario,Aire
3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,Business,3,M,1999-09-28,France,24,18-30,31.0,25.0,22.0,35.0,40.0,Libra,Aire
2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,STEM,4,F,1999-11-09,France,24,18-30,44.0,25.0,29.0,47.0,28.0,Escorpio,Agua
4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,Business,3,M,2000-12-15,Argentina,23,18-30,30.0,26.0,35.0,38.0,30.0,Sagitario,Fuego
4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,,3,F,1999-10-14,Argentina,24,18-30,31.0,28.0,41.0,48.0,38.0,Libra,Aire
2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,Business,4,M,1963-01-31,Argentina,60,60+,44.0,44.0,29.0,37.0,31.0,Acuario,Aire
3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,STEM,4,M,1965-05-22,Uruguay,58,46-59,31.0,44.0,30.0,33.0,28.0,Géminis,Aire
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Business,4,F,1984-01-17,Argentina,39,31-45,32.0,35.0,29.0,32.0,33.0,Capricornio,Tierra
3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,5.0,3.0,Business,5,F,1986-04-11,Argentina,37,31-45,35.0,47.0,28.0,37.0,24.0,Aries,Fuego
3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,STEM,3,F,2000-10-30,Argentina,23,18-30,30.0,26.0,21.0,35.0,41.0,Escorpio,Agua
2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,STEM,3,M,2002-02-07,Suecia,21,18-30,40.0,37.0,28.0,36.0,34.0,Acuario,Aire
4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,STEM,4,M,1999-04-07,Argentina,24,18-30,42.0,25.0,36.0,39.0,19.0,Aries,Fuego
4.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Health Sciences,4,M,1991-01-22,Argentina,32,31-45,50.0,42.0,37.0,36.0,41.0,Acuario,Aire
1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,Arts,3,F,1999-05-16,Argentina,24,18-30,39.0,29.0,17.0,45.0,33.0,Tauro,Tierra
1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,STEM,2,M,1970-04-19,Argentina,53,46-59,33.0,33.0,20.0,39.0,46.0,Aries,Fuego
3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,4.0,5.0,Arts,3,M,1997-02-03,Argentina,26,18-30,39.0,30.0,35.0,29.0,36.0,Acuario,Aire
2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,STEM,4,F,1992-06-23,Argentina,31,31-45,30.0,36.0,24.0,45.0,26.0,Cáncer,Agua
1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,Business,3,M,1979-03-06,Argentina,44,31-45,38.0,24.0,30.0,31.0,24.0,Piscis,Agua
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,Humanities,2,M,2021-01-08,Argentina,2,0-18,36.0,24.0,13.0,22.0,50.0,Capricornio,Tierra
3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Arts,3,M,1992-07-05,Argentina,31,31-45,49.0,36.0,25.0,39.0,30.0,Cáncer,Agua
1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,STEM,1,M,1977-01-10,Argentina,46,46-59,34.0,37.0,24.0,39.0,27.0,Capricornio,Tierra
3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STEM,5,M,1985-04-23,Argentina,38,31-45,49.0,50.0,25.0,34.0,35.0,Tauro,Tierra
4.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Arts,3,M,2002-11-20,Argentina,21,18-30,49.0,36.0,41.0,49.0,32.0,Escorpio,Agua
4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,STEM,4,M,1983-03-23,Argentina,40,31-45,45.0,50.0,30.0,49.0,40.0,Aries,Fuego
4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,,3,M,1982-02-04,Argentina,41,31-45,46.0,45.0,42.0,42.0,36.0,Acuario,Aire
2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0,Social Sciences,3,M,1999-12-10,Argentina,24,18-30,33.0,26.0,24.0,29.0,33.0,Sagitario,Fuego
